Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b1-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*14",,,,,,TRUE,Color,B1,Size,98*14,,,Monalisa B1 98*14 -B1,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b1-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*16",,,,,,TRUE,Color,B1,Size,98*16,,,Monalisa B1 98*16-B1,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b1-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*18",,,,,,TRUE,Color,B1,Size,98*18,,,Monalisa B1 98*18-B1,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B1, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b2-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B2, 98*14",,,,,,TRUE,Color,B2,Size,98*14,,,Monalisa B2 98*14 -B2,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B2, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b2-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B2, 98*16",,,,,,TRUE,Color,B2,Size,98*16,,,Monalisa B2 98*16-B2,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B2, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b3-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*14",,,,,,TRUE,Color,B3,Size,98*14,,,Monalisa B3 98*14 -B3,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b3-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*16",,,,,,TRUE,Color,B3,Size,98*16,,,Monalisa B3 98*16-B3,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-b3-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*18",,,,,,TRUE,Color,B3,Size,98*18,,,Monalisa B3 98*18-B3,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - B3, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9812,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*12",,,,,,TRUE,Color,C1,Size,98*12,,,Monalisa C1 98*12    -C1,0,shopify,,deny,manual,168,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*12",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9820,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1,  98*20",,,,,,TRUE,Color,C1,Size,98*20,,,Monalisa C1 98*20-C1,0,shopify,,deny,manual,276,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1,  98*20",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*18",,,,,,TRUE,Color,C1,Size,98*18,,,Monalisa C1 98*18-C1,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*16",,,,,,TRUE,Color,C1,Size,98*16,,,Monalisa C1 98*16-C1,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*14",,,,,,TRUE,Color,C1,Size,98*14,,,Monalisa C1 98*14 -C1,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c1-9825,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*25",,,,,,TRUE,Color,C1,Size,98*25,,,Monalisa C1 98*25-C1,0,shopify,,deny,manual,330,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C1, 98*25",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c2-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*18",,,,,,TRUE,Color,C2,Size,98*18,,,Monalisa C2 98*18-C2,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c2-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*16",,,,,,TRUE,Color,C2,Size,98*16,,,Monalisa C2 98*16-C2,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c2-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*14",,,,,,TRUE,Color,C2,Size,98*14,,,Monalisa C2 98*14 -C2,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C2, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c3-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*18",,,,,,TRUE,Color,C3,Size,98*18,,,Monalisa C3 98*18-C3,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*18",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c3-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*16",,,,,,TRUE,Color,C3,Size,98*16,,,Monalisa C3 98*16-C3,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-c3-9814,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*14",,,,,,TRUE,Color,C3,Size,98*14,,,Monalisa C3 98*14 -C3,0,shopify,,deny,manual,195,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - C3, 98*14",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-d2-9816,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - D2, 98*16",,,,,,TRUE,Color,D2,Size,98*16,,,Monalisa D2 98*16-D2,0,shopify,,deny,manual,222,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - D2, 98*16",,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-d2-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - D2, 98*18",,,,,,TRUE,Color,D2,Size,98*18,,,Monalisa D2 98*18  -D2,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - D2, 98*18",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-M34,Multi Buy Options (Discount Applied If Applicable),3KG - SAVE 10%,,,,3000,shopify,,deny,manual,540,600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-M34,Multi Buy Options (Discount Applied If Applicable),5KG - SAVE 15%,,,,5000,shopify,,deny,manual,850,1000,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-M34,Multi Buy Options (Discount Applied If Applicable),8KG - SAVE 20%,,,,8000,shopify,,deny,manual,1280,1600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmonomassa-pmma-discs-dental-product-cad-cam-a1-20mm,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A1 20mm,,,,,,TRUE,color,A1 20mm,,,,,50-700-20-A1-A1 20mm,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - A1 20mm,,,g,,,active
acrylicmonomassa-pmma-discs-dental-product-cad-cam-b1-20mm,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - B1 20mm,,,,,,TRUE,color,B1 20mm,,,,,50-700-20-B1-B1 20mm,0,shopify,,deny,manual,125,,TRUE,TRUE,,,,,FALSE,Acrylic|Monomassa Pmma Discs | Dental Product |Cad Cam| - B1 20mm,,,g,,,active
model-trimmer-sd-1200-dental-product,Model Trimmer |Sd 1200 | Dental Product,"<p>Trimmer of new concept, created with an ergonomic and rational design. It mounts a powerful, balanced and at an angle of 10 ° motor.</p>
<p><strong>SD1200 </strong><strong>Diamond disc in aluminium + pipes for load and drain water</strong></p>
<p>They are 3 models available.</p>
<p>Please send an email for more information's.</p>
<p><strong>SW1200 – SD 1200- SDEASY1200</strong></p>
<p>Trimmer of new concept, created with an ergonomic and rational design. It mounts a powerful, balanced and at an angle of 10 ° motor.</p>
<p>The body front is made in plastic material and got by injection , the back is made in metal. Reference lines with precision adjustment are engraved on the working stainless steel plate for grinding and the two large lateral supports ensure safety at work.</p>
<p>The equipment is supplied with safety switch, solenoid valve and stopcock for water as well as outlet for the automatic operation of the suction unit.</p>
<p>All connections are located on the back with tubes for water loading and discharge SD1200 version with diamond disc in aluminum that can work both dry connecting to the suction unit (ASX1027) that for water use by connecting to the water system through the provided pipes .</p>
<p>SW1200 version with bakelite disc for water use by connecting to the water supply trough the provided pipes.</p>
<p>SDEASY1200 Dry version with flexible abrasive discs in corundum, that are fasten to the support through the strap.</p>
<p>Advantage of this equipment is the fast removal of the plaster during the squaring of the model.</p>
<p>SD</p>
<p>Diamond disc in aluminum + pipes for load and drain water</p>
<p><div class=""woocommerce-tabs wc-tabs-wrapper""></p>
<p><div id=""tab-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" role=""tabpanel"" aria-labelledby=""tab-title-description""></p>
<p>SW</p>
<p>Bakelite disc + pipes for load and drain water</p>
<p>SDEASY</p>
<p>4 flexible abrasive discs in corundum</p>
<p><img class=""alignnone size-full wp-image-292"" src=""https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer.jpg"" sizes=""auto, (max-width: 800px) 100vw, 800px"" srcset=""https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer.jpg 800w, https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer-450x82.jpg 450w, https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer-300x54.jpg 300w, https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer-768x139.jpg 768w, https://www.nuova-asav.it/wp-content/uploads/2017/06/trimmer-375x68.jpg 375w"" alt="""" width=""800"" height=""145"" /></p>
<p></div></p>
<p></div></p>
<p><section class=""up-sells upsells products""></p>
<p><h2></h2></p>
<p></section></p>",Delta,,Machinery Equipment & Accessories,Dental Stone,TRUE,Title,Default Title,,,,,SD 1200,0,shopify,,deny,manual,2200,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2025/02/SITO-1.png,1,Model Trimmer |Sd 1200 | Dental Product,FALSE,Model Trimmer |Sd 1200 | Dental Product,"<p>Trimmer of new concept, created with an ergonomic and rational design. It mounts a powerful, balanced and at an angle of 10 ° motor.</p>
<p><strong>SD1200 </strong><strong>Diamond disc in aluminium + pipes for load and drain water</strong></p>
<p>They are 3 models available.</p>
<p>Please send an email for more information's.</p>
<p><strong>SW1200 – SD 1200- SDEASY1200</strong></p>",,g,,,active
model-trimmer-sd-1200-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2025/02/SDEASY.png,2,Model Trimmer |Sd 1200 | Dental Product,,,,,,,,
model-base-split-cast-e-gum-11-dental-product,Model Base |Split-Cast |E Gum 1+1 | Dental Product,"<p>To use a muffle</p>
<p><h3>The best way to poure stone model with Vertysystem engage.</h3></p>
<p><p id=""u55050"">Split Cast & Gum to pure stone model with direct engage on Vertysystem.</p></p>
<p><p id=""u55050-7"">Split Cast an aluminium anodized base.</p>
<p>Split Cast Gum is a strong violet gum that fits in aluminium anodized base.</p></p>",,,Instruments & Tools,Acrylics,TRUE,Title,Default Title,,,,,10-0011,0,shopify,,deny,manual,160,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2025/02/Split-Cast-E-GUM-11.jpg,1,Model Base |Split-Cast |E Gum 1+1 | Dental Product,FALSE,Model Base |Split-Cast |E Gum 1+1 | Dental Product,<p>To use a muffle</p>,,g,,,active
model-base-split-cast-e-gum-11-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2025/02/split-cast-slide1.jpg,2,Model Base |Split-Cast |E Gum 1+1 | Dental Product,,,,,,,,
model-base-split-cast-e-gum-11-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2025/02/split-cast-slide2.jpg,3,Model Base |Split-Cast |E Gum 1+1 | Dental Product,,,,,,,,
model-base-split-cast-e-gum-11-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2025/02/split-cast-slide4.jpg,4,Model Base |Split-Cast |E Gum 1+1 | Dental Product,,,,,,,,
acrylicmicro-temp-ht-plus-powder-bottle-100g-a1-a2-a3-a4-dental-product-50-100-ma1,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA1,,,,,,TRUE,color,50-100-MA1,,,,,50-100-MA1-50-100-MA1,0,shopify,,deny,manual,120,,TRUE,TRUE,,,,,FALSE,Acrylic|Micro Temp Ht Plus Powder Bottle 100G A1-A2-A3-A4 | Dental Product - 50-100-MA1,,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink,Multi Buy Options (Discount Applied If Applicable),1KG,,,30-100-01 P.L.-Pink,0,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink,Multi Buy Options (Discount Applied If Applicable),3KG - SAVE 10%,,,,0,shopify,,deny,manual,540,600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink,Multi Buy Options (Discount Applied If Applicable),5KG - SAVE 15%,,,,0,shopify,,deny,manual,850,1000,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink,Multi Buy Options (Discount Applied If Applicable),8KG - SAVE 20%,,,,0,shopify,,deny,manual,1280,1600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-V Ivc,Multi Buy Options (Discount Applied If Applicable),1KG,,,30-100-05-Pink-V Ivc,0,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-V Ivc,Multi Buy Options (Discount Applied If Applicable),3KG - SAVE 10%,,,,0,shopify,,deny,manual,540,600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-V Ivc,Multi Buy Options (Discount Applied If Applicable),5KG - SAVE 15%,,,,0,shopify,,deny,manual,850,1000,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-V Ivc,Multi Buy Options (Discount Applied If Applicable),8KG - SAVE 20%,,,,0,shopify,,deny,manual,1280,1600,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
lathe-polish-brush-03g48-white-goat-hair-pack-of-5-or-10-pieces-dental-product-03g48-05,Lathe Polish Brush 03G48 White Goat Hair Pack Of 5 Or 10 Pieces | Dental Product - 03G48-05,,,,,,TRUE,Quantity,03G48-05,,,,,03G48-05-03G48-05,0,shopify,,deny,manual,18,,TRUE,TRUE,,,,,FALSE,Lathe Polish Brush 03G48 White Goat Hair Pack Of 5 Or 10 Pieces | Dental Product - 03G48-05,,,g,,,active
lathe-polish-brush-03g48-white-goat-hair-pack-of-5-or-10-pieces-dental-product-03g48-10,Lathe Polish Brush 03G48 White Goat Hair Pack Of 5 Or 10 Pieces | Dental Product - 03G48-10,,,,,,TRUE,Quantity,03G48-10,,,,,03G48-10-03G48-10,0,shopify,,deny,manual,32,,TRUE,TRUE,,,,,FALSE,Lathe Polish Brush 03G48 White Goat Hair Pack Of 5 Or 10 Pieces | Dental Product - 03G48-10,,,g,,,active
multilayer-zirconia-1300-mpa-8-layers-mona-lisa-dental-crowns-material-dental-product-cad-cam-bl3om3-9818,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - BL3/OM3, 98*18",,,,,,TRUE,Color,BL3/OM3,Size,98*18,,,Monalisa BL3/OM3 98*18-BL3/OM3,0,shopify,,deny,manual,249,,TRUE,TRUE,,,,,FALSE,"Multilayer Zirconia | 1300 Mpa | 8 layers |Mona Lisa  |Dental Crowns Material |Dental Product | CAD CAM - BL3/OM3, 98*18",,,g,,,active
